"Z9484  ",Stem cells transplant status
"Z9489  ",Other transplanted organ and tissue status
"Z949   ","Transplanted organ and tissue status, unspecified"
"Z950   ",Presence of cardiac pacemaker
"Z951   ",Presence of aortocoronary bypass graft
"Z952   ",Presence of prosthetic heart valve
"Z953   ",Presence of xenogenic heart valve
"Z954   ",Presence of other heart-valve replacement
"Z955   ",Presence of coronary angioplasty implant and graft
"Z95810 ",Presence of automatic (implantable) cardiac defibrillator
"Z95811 ",Presence of heart assist device
"Z95812 ",Presence of fully implantable artificial heart
"Z95818 ",Presence of other cardiac implants and grafts
"Z95820 ",Peripheral vascular angioplasty status with implants and grafts
"Z95828 ",Presence of other vascular implants and grafts
"Z959   ","Presence of cardiac and vascular implant and graft, unspecified"
"Z960   ",Presence of urogenital implants
"Z961   ",Presence of intraocular lens
"Z9620  ","Presence of otological and audiological implant, unspecified"
"Z9621  ",Cochlear implant status
"Z9622  ",Myringotomy tube(s) status
"Z9629  ",Presence of other otological and audiological implants
"Z963   ",Presence of artificial larynx
"Z9641  ",Presence of insulin pump (external) (internal)
"Z9649  ",Presence of other endocrine implants
"Z965   ",Presence of tooth-root and mandibular implants
"Z9660  ",Presence of unspecified orthopedic joint implant
"Z96611 ",Presence of right artificial shoulder joint
"Z96612 ",Presence of left artificial shoulder joint
"Z96619 ",Presence of unspecified artificial shoulder joint
"Z96621 ",Presence of right artificial elbow joint
"Z96622 ",Presence of left artificial elbow joint
"Z96629 ",Presence of unspecified artificial elbow joint
"Z96631 ",Presence of right artificial wrist joint
"Z96632 ",Presence of left artificial wrist joint
"Z96639 ",Presence of unspecified artificial wrist joint
"Z96641 ",Presence of right artificial hip joint
"Z96642 ",Presence of left artificial hip joint
"Z96643 ","Presence of artificial hip joint, bilateral"
"Z96649 ",Presence of unspecified artificial hip joint
"Z96651 ",Presence of right artificial knee joint
"Z96652 ",Presence of left artificial knee joint
"Z96653 ","Presence of artificial knee joint, bilateral"
"Z96659 ",Presence of unspecified artificial knee joint
"Z96661 ",Presence of right artificial ankle joint
"Z96662 ",Presence of left artificial ankle joint
"Z96669 ",Presence of unspecified artificial ankle joint
"Z96691 ",Finger-joint replacement of right hand
"Z96692 ",Finger-joint replacement of left hand
"Z96693 ","Finger-joint replacement, bilateral"
"Z96698 ",Presence of other orthopedic joint implants
"Z967   ",Presence of other bone and tendon implants
"Z9681  ",Presence of artificial skin
"Z9689  ",Presence of other specified functional implants
"Z969   ","Presence of functional implant, unspecified"
"Z970   ",Presence of artificial eye
"Z9710  ","Presence of artificial limb (complete) (partial), unspecified"
"Z9711  ",Presence of artificial right arm (complete) (partial)
"Z9712  ",Presence of artificial left arm (complete) (partial)
"Z9713  ",Presence of artificial right leg (complete) (partial)
"Z9714  ",Presence of artificial left leg (complete) (partial)
"Z9715  ","Presence of artificial arms, bilateral (complete) (partial)"
"Z9716  ","Presence of artificial legs, bilateral (complete) (partial)"
"Z972   ",Presence of dental prosthetic device (complete) (partial)
"Z973   ",Presence of spectacles and contact lenses
"Z974   ",Presence of external hearing-aid
"Z975   ",Presence of (intrauterine) contraceptive device
"Z978   ",Presence of other specified devices
"Z980   ",Intestinal bypass and anastomosis status
"Z981   ",Arthrodesis status
"Z982   ",Presence of cerebrospinal fluid drainage device
"Z983   ",Post therapeutic collapse of lung status
"Z9841  ","Cataract extraction status, right eye"
"Z9842  ","Cataract extraction status, left eye"
"Z9849  ","Cataract extraction status, unspecified eye"
"Z9851  ",Tubal ligation status
"Z9852  ",Vasectomy status
"Z9861  ",Coronary angioplasty status
"Z9862  ",Peripheral vascular angioplasty status
"Z98810 ",Dental sealant status
"Z98811 ",Dental restoration status
"Z98818 ",Other dental procedure status
"Z9882  ",Breast implant status
"Z9883  ",Filtering (vitreous) bleb after glaucoma surgery status
"Z9884  ",Bariatric surgery status
"Z9885  ",Transplanted organ removal status
"Z9886  ",Personal history of breast implant removal
"Z98870 ",Personal history of in utero procedure during pregnancy
"Z98871 ",Personal history of in utero procedure while a fetus
"Z9889  ",Other specified postprocedural states
"Z990   ",Dependence on aspirator
"Z9911  ",Dependence on respirator [ventilator] status
"Z9912  ",Encounter for respirator [ventilator] dependence during power failure
"Z992   ",Dependence on renal dialysis
"Z993   ",Dependence on wheelchair
"Z9981  ",Dependence on supplemental oxygen
"Z9989  ",Dependence on other enabling machines and devices
